    title,release_year,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
Tall Girl,2019,101,"['comedy', 'drama', 'family', 'romance']",['US'],,tt9252508,5.2,23071.0,46.356,6.4
High Flying Bird,2019,90,"['drama', 'sport']",['US'],,tt8128188,6.2,8514.0,8.774,5.7
Patsy & Loretta,2019,88,"['drama', 'music']",['US'],,tt10016704,6.8,1000.0,3.459,6.6
The Perfect Date,2019,93,"['romance', 'comedy']",['US'],,tt8201170,5.8,37913.0,26.678,6.5
How High 2,2019,89,['comedy'],['US'],,tt8861802,3.0,1097.0,17.937,6.5
This Changes Everything,2019,97,['documentation'],['US'],,tt5795282,7.6,1507.0,6.284,6.3
The Last Summer,2019,109,"['comedy', 'romance']",['US'],,,,,16.247,6.0
Poms,2019,91,"['comedy', 'drama', 'sport']","['US', 'GB']",,tt5125894,6.0,6085.0,11.395,6.6
The Lonely Island Presents: The Unauthorized Bash Brothers Experience,2019,30,['comedy'],['US'],,tt10376068,,,7.367,6.2
Close,2019,95,"['thriller', 'action', 'drama']","['GB', 'US']",,tt6896584,5.7,24063.0,16.264,5.8
Jo Koy: Comin’ In Hot,2019,60,['comedy'],['US'],,tt10377036,7.3,986.0,4.273,7.1
Let It Snow,2019,93,"['comedy', 'romance']",['US'],,tt1950235,5.8,21515.0,12.098,6.1
Backdraft 2,2019,102,['drama'],"['US', 'BE']",,,,,19.812,6.6
Lying and Stealing,2019,100,"['crime', 'drama', 'comedy']",['US'],,tt7558302,5.4,5596.0,22.681,6.0
Invader ZIM: Enter the Florpus,2019,71,"['drama', 'family', 'horror', 'action', 'fantasy', 'animation', 'comedy', 'scifi', 'thriller']",['US'],,tt6744342,7.4,5656.0,14.179,7.5
Screwball,2019,105,"['documentation', 'history']",['US'],,tt8819596,7.1,1678.0,4.033,6.2
Then Came You,2019,93,"['comedy', 'drama']",['US'],,tt4859168,6.9,12356.0,18.449,7.5
Brené Brown: The Call to Courage,2019,76,"['documentation', 'drama']",['US'],,tt10050766,7.7,1516.0,4.22,7.1
Anthony Jeselnik: Fire in the Maternity Ward,2019,64,['comedy'],['US'],,tt10050780,7.2,3547.0,4.938,7.0
John Mulaney & The Sack Lunch Bunch,2019,70,"['comedy', 'family', 'music']",['US'],,tt11318624,7.4,3498.0,6.786,7.1
Amy Schumer: Growing,2019,61,['comedy'],['US'],,tt9770590,5.4,3812.0,5.715,6.2
Otherhood,2019,100,['comedy'],"['US', 'GB']",,tt4180560,6.1,11048.0,12.353,6.2
Framing John DeLorean,2019,109,"['drama', 'documentation']",['US'],,tt6256978,6.5,2287.0,8.306,6.2
A Cinderella Story: Christmas Wish,2019,93,['romance'],['US'],,tt10326928,5.3,,18.575,6.5
Inside Man: Most Wanted,2019,106,"['thriller', 'action', 'crime']",['US'],,tt7832848,5.6,3927.0,14.613,6.7
Falling Inn Love,2019,98,"['comedy', 'romance']",['US'],,tt9860752,5.6,19091.0,23.196,6.5
Nate Bargatze: The Tennessee Kid,2019,60,['comedy'],['US'],,tt9861504,7.6,1798.0,3.621,7.5
Human Nature,2019,107,"['documentation', 'thriller']",['US'],,tt7188970,7.7,1541.0,4.784,7.2
Beats,2019,109,['drama'],['US'],,tt8530978,6.3,5122.0,14.674,6.8
LEGO Marvel Spider-Man: Vexed by Venom,2019,25,"['animation', 'action', 'comedy', 'family']",['US'],,tt10755644,5.6,290.0,23.538,7.2
The Hard Way,2019,92,['action'],['US'],,tt9815714,4.8,3171.0,27.891,5.4
Knock Down the House,2019,86,['documentation'],['US'],,tt9358052,7.1,12418.0,8.591,7.4
Michelle Wolf: Joke Show,2019,59,['comedy'],['US'],,tt11269704,7.2,1571.0,2.937,6.8
Sebastian Maniscalco: Stay Hungry,2019,65,['comedy'],['US'],,tt9482786,7.1,1295.0,3.423,6.4
The Knight Before Christmas,2019,92,"['drama', 'fantasy', 'romance', 'comedy']",['US'],,tt10060094,5.5,17762.0,22.498,6.5
System Crasher,2019,118,"['drama', 'european']",['DE'],,tt8535968,7.8,12699.0,10.838,7.7
Homecoming: A Film by Beyoncé,2019,137,"['music', 'documentation']",['US'],,tt10147546,7.4,7013.0,12.239,8.2
Nikki Glaser: Bangin',2019,63,['comedy'],['US'],,tt10952752,6.1,1629.0,5.269,6.6
Mosul,2019,86,['drama'],['US'],,,,,9.023,6.7
The Operative,2019,116,"['thriller', 'action', 'drama']","['IL', 'US', 'FR', 'DE']",,tt8000718,5.7,6099.0,10.752,5.7
The Show Must Go On: The Queen + Adam Lambert Story,2019,81,"['documentation', 'music']",['US'],,tt9856280,7.8,1923.0,9.166,7.5
Benchwarmers 2: Breaking Balls,2019,90,"['comedy', 'sport']",['US'],,tt8750122,4.1,947.0,4.624,4.5
I'm No Longer Here,2019,112,['drama'],"['MX', 'US']",,tt4323594,7.3,7727.0,17.023,7.7
Rocko's Modern Life: Static Cling,2019,45,"['comedy', 'animation', 'fantasy', 'scifi', 'action', 'family']",['US'],,tt6172460,6.9,3820.0,9.975,6.5
Undercover Brother 2,2019,85,"['action', 'comedy']",['US'],,tt6843446,3.4,670.0,4.663,4.1
Pets United,2019,89,"['comedy', 'animation']","['CN', 'DE', 'GB']",,tt11276598,3.7,2677.0,53.681,5.9
Under the Eiffel Tower,2019,87,"['romance', 'comedy']",['US'],,tt6251390,5.4,992.0,5.496,6.1
Holiday in the Wild,2019,85,"['romance', 'comedy', 'drama']",['US'],,tt8510488,6.1,15053.0,10.253,6.5
Ronny Chieng: Asian Comedian Destroys America!,2019,63,['comedy'],['US'],,tt11248800,7.4,3077.0,4.694,6.9
Sextuplets,2019,97,['comedy'],['US'],,tt8976710,4.4,8380.0,25.351,6.3
Bethany Hamilton: Unstoppable,2019,99,"['documentation', 'sport']",['US'],,tt6435258,7.4,705.0,4.481,7.9
Circus of Books,2019,92,"['documentation', 'history']",['US'],,tt8727582,7.1,4571.0,9.292,7.0
"Bikram: Yogi, Guru, Predator",2019,86,"['crime', 'documentation']",['US'],,tt10883004,6.7,7367.0,9.946,6.4
Jenny Slate: Stage Fright,2019,66,"['comedy', 'reality']",['US'],,tt10971520,5.8,1268.0,4.231,5.9
Seth Meyers: Lobby Baby,2019,61,['comedy'],['US'],,tt11168100,7.4,2542.0,3.92,7.0
Burning Cane,2019,77,['drama'],['US'],,tt7358154,5.5,630.0,2.744,5.8
Gabriel Iglesias: One Show Fits All,2019,90,"['comedy', 'documentation']",['US'],,tt9426212,7.2,1793.0,3.264,6.6
A Kid from Coney Island,2019,89,"['documentation', 'sport']","['CN', 'US']",,tt9567112,7.0,536.0,3.716,6.8
"Frankenstein's Monster's Monster, Frankenstein",2019,32,['comedy'],['US'],,tt10516390,5.8,2166.0,5.098,6.0
A Love Song for Latasha,2019,18,['documentation'],['US'],,,,,6.985,7.1
American Son,2019,90,['drama'],['US'],,tt9664078,5.8,6904.0,9.419,6.1
Only Mine,2019,87,"['drama', 'thriller']",['US'],,tt9271164,4.6,3013.0,13.136,5.3
Juanita,2019,90,['drama'],['US'],,tt6155456,6.0,2336.0,7.276,5.2
Jarhead: Law of Return,2019,103,['war'],"['US', 'IL']",,tt10767720,5.6,,27.926,6.5
The Last Laugh,2019,98,['comedy'],['US'],,tt7427356,5.6,5692.0,9.907,5.4
ReMastered: Devil at the Crossroads,2019,48,"['documentation', 'music']",['US'],,tt9046574,7.0,2691.0,7.171,6.9
Grass Is Greener,2019,97,['documentation'],['US'],,tt10050782,7.1,1322.0,6.429,6.9
All in My Family,2019,39,['documentation'],"['CN', 'US']",,,,,5.109,6.4
Walk. Ride. Rodeo.,2019,100,['drama'],['US'],,tt5848416,6.4,2341.0,11.018,7.0
Enter the Anime,2019,58,['documentation'],"['US', 'JP']",,tt10662450,2.6,1627.0,5.545,5.8
Jeff Dunham: Beside Himself,2019,58,['comedy'],['US'],,tt10847194,6.9,1077.0,3.405,7.5
Eye for an Eye,2019,107,"['thriller', 'european']","['FR', 'ES', 'US']",,,,,9.353,6.7
Bennett's War,2019,95,"['drama', 'sport']",['US'],,tt7370952,6.0,858.0,5.634,7.1
Rattlesnake,2019,85,"['horror', 'thriller', 'drama', 'crime']",['US'],,tt9257484,4.6,8487.0,10.874,5.2
Travis Scott: Look Mom I Can Fly,2019,85,"['music', 'documentation']",['US'],,tt10856726,6.3,4527.0,13.38,7.0
Dancing with the Birds,2019,51,['documentation'],['US'],,,,,12.461,8.0
Justine,2019,105,['drama'],['US'],,tt8202262,6.7,704.0,2.592,6.8
Good Sam,2019,90,"['drama', 'comedy']",['US'],,tt9032888,5.7,2890.0,7.332,6.0
Aziz Ansari: Right Now,2019,65,['comedy'],['US'],,tt10575038,7.5,5111.0,4.635,7.4
Sturgill Simpson Presents Sound & Fury,2019,40,['animation'],"['JP', 'US']",,tt10682000,,,3.557,6.3
Katherine Ryan: Glitter Room,2019,65,['comedy'],['US'],,tt10438648,6.7,1920.0,2.752,6.7
Wanda Sykes: Not Normal,2019,66,['comedy'],['US'],,tt9169592,7.2,1790.0,3.413,6.9
Kidnapping Stella,2019,89,"['crime', 'thriller']",['DE'],,tt8613876,4.9,5957.0,10.888,5.3
Hope Frozen,2019,75,['documentation'],"['TH', 'US']",,,,,2.206,8.2
The Brave,2019,103,"['thriller', 'action', 'crime']",['US'],,tt5524630,5.0,1320.0,4.95,5.6
American Woman,2019,85,['drama'],"['US', 'CA']",,,,,3.217,5.3
Whitney Cummings: Can I Touch It?,2019,59,['comedy'],['US'],,tt10521638,6.5,1732.0,2.961,6.8
Our Planet: Behind the Scenes,2019,63,['documentation'],"['US', 'GB']",,tt10746342,8.4,1672.0,8.629,7.9
Kevin Hart: Irresponsible,2019,60,['comedy'],['US'],,tt10009796,6.5,4437.0,6.366,6.8
Holiday Rush,2019,94,"['comedy', 'drama', 'romance', 'family']",['US'],,tt10091530,4.9,2705.0,12.387,5.6
Calum von Moger: Unbroken,2019,93,['documentation'],['US'],,tt10308686,6.3,828.0,3.934,7.4
Jimmy Carr: The Best of Ultimate Gold Greatest Hits,2019,58,['comedy'],['US'],,tt9817258,7.3,2201.0,3.164,6.9
Deadly Switch,2019,86,['thriller'],['US'],,tt8354582,4.5,1303.0,8.174,5.6
A Christmas Prince: The Royal Baby,2019,84,"['romance', 'family']",['US'],,tt10006006,5.3,6704.0,13.992,6.4
The Irishman: In Conversation,2019,23,['documentation'],['US'],,,,,6.995,7.6
Malibu Rescue,2019,69,"['action', 'comedy', 'family']",['US'],,tt9228950,5.0,1220.0,9.434,6.4
The Black Godfather,2019,118,"['documentation', 'music']",['US'],,tt10289996,7.4,1341.0,9.366,6.8
Life Overtakes Me,2019,39,['documentation'],"['US', 'SE']",,tt9204606,5.0,45.0,8.855,6.4
Fire in Paradise,2019,39,['documentation'],['US'],,,,,3.289,6.8
Alien Warfare,2019,88,"['thriller', 'action', 'scifi']",['US'],,tt9562694,2.6,3460.0,18.522,4.1
Pinkfong & Baby Shark's Space Adventure,2019,66,"['animation', 'family', 'fantasy']","['KR', 'US']",,tt13836494,5.1,74.0,3.52,4.0
Out Of The Clear Blue Sky,2019,112,"['comedy', 'drama']","['MX', 'US']",,,,,27.102,8.1
"Ray Romano: Right Here, Around the Corner",2019,58,"['comedy', 'documentation']",['US'],,tt8101766,7.2,1654.0,3.032,6.8
The Crystal Calls - Making The Dark Crystal: Age of Resistance,2019,83,['documentation'],['US'],,tt10924716,7.6,528.0,9.84,7.4
"Ken Jeong: You Complete Me, Ho",2019,62,['comedy'],['US'],,tt8466562,5.7,2368.0,5.193,6.0
Simon Amstell: Set Free,2019,51,['comedy'],['US'],,tt10687642,6.5,797.0,2.087,6.1
Ghosts of Sugar Land,2019,21,['documentation'],['US'],,,,,2.805,5.8
"Colin Quinn: Red State, Blue State",2019,65,['comedy'],['US'],,tt10403090,7.6,716.0,3.236,7.5
The Road to El Camino: Behind the Scenes of El Camino: A Breaking Bad Movie,2019,13,['documentation'],['US'],,tt11151792,7.1,1356.0,2.744,7.0
Rogue Warfare: The Hunt,2019,103,['action'],['US'],,tt7983712,3.1,570.0,6.517,5.6
Once Again,2019,101,"['drama', 'romance', 'european']","['DE', 'IN', 'AT']",,tt5228192,7.0,980.0,3.353,6.1
Almost Love,2019,94,"['comedy', 'drama', 'romance']",['US'],,tt8739582,5.7,1087.0,4.522,6.5
The Trap,2019,90,['comedy'],['US'],,tt5990444,4.3,1590.0,7.5,5.0
The Spooky Tale of Captain Underpants Hack-a-Ween,2019,45,"['comedy', 'family', 'animation', 'action']",['US'],,tt10945060,6.0,201.0,5.229,5.9
After the Raid,2019,25,['documentation'],"['US', 'MX']",,,,,1.905,5.0
Kevin Hart's Guide to Black History,2019,63,['comedy'],['US'],,tt6373518,5.5,1332.0,4.301,5.4
ReMastered: The Lion's Share,2019,84,"['music', 'documentation']",['US'],,tt9046576,6.9,628.0,3.967,6.8
Iliza Shlesinger: Unveiled,2019,78,['comedy'],['US'],,tt11163008,6.5,1664.0,4.784,6.5
Free Rein: Valentine's Day,2019,50,['romance'],['US'],,,,,6.146,7.4
Spookley and the Christmas Kittens,2019,44,['animation'],['US'],,,,,2.076,
Scarecrow,2019,126,['comedy'],['EG'],,,,,1.996,5.3
Tiffany Haddish: Black Mitzvah,2019,55,['comedy'],['US'],,tt8882390,6.2,956.0,2.752,6.3
Birders,2019,37,['documentation'],"['MX', 'US']",,,,,2.923,6.8
Adam Devine: Best Time of Our Lives,2019,58,['comedy'],['US'],,tt10376844,5.9,946.0,2.244,6.5
A Family Reunion Christmas,2019,29,"['comedy', 'family']",['US'],,tt11193888,5.8,216.0,4.092,6.1
Léa & I,2019,84,['documentation'],['US'],,tt9382396,6.5,215.0,2.792,5.9
Spirit Riding Free: Spirit of Christmas,2019,45,"['animation', 'action', 'comedy', 'drama', 'family']",['US'],,tt11313068,5.2,122.0,13.018,7.0
The Car: Road to Revenge,2019,89,"['thriller', 'action', 'horror']",['US'],,tt9382596,4.0,1082.0,33.028,6.5
Mike Epps: Only One Mike,2019,63,['comedy'],['US'],,tt10376958,4.7,295.0,3.111,6.6
Super Monsters Back to School,2019,23,['animation'],"['CA', 'US']",,tt10687588,6.2,29.0,3.101,6.3
Marjoun and the Flying Headscarf,2019,84,['drama'],"['US', 'NL', 'CA', 'LB']",,tt10399342,6.8,37.0,2.093,
"Hello, Privilege. It's Me, Chelsea",2019,64,['documentation'],['US'],,tt10847138,4.5,1972.0,6.254,5.6
Maradona's Legs,2019,24,['drama'],"['AF', 'DE', 'PS']",,,,,1.26,8.5
I'm Leaving Now,2019,74,"['documentation', 'european']","['MX', 'US']",,tt6541924,6.5,108.0,2.38,6.0
122,2019,95,"['horror', 'thriller']",['EG'],,tt7867670,6.2,5530.0,2.923,5.9
To Be of Service,2019,88,['documentation'],['US'],,tt10413458,7.3,90.0,2.303,5.7
It Takes a Lunatic,2019,126,"['documentation', 'drama']","['US', 'GB', 'DE']",,tt11052346,6.6,170.0,3.923,5.6
Los Tigres del Norte at Folsom Prison,2019,64,"['documentation', 'music']",['US'],,tt10857582,7.0,170.0,4.22,5.8
Miranda Sings Live... Your Welcome,2019,61,['comedy'],['US'],,tt9557190,5.5,418.0,4.382,5.7
Deon Cole: Cole Hearted,2019,69,['comedy'],['US'],,tt10977680,6.9,883.0,3.044,6.5
Sab el-Burumbah,2019,95,['comedy'],['EG'],,tt10446658,5.5,483.0,2.327,5.6
Arsenio Hall: Smart and Classy,2019,63,['comedy'],['US'],,,,,2.606,5.9
American Factory: A Conversation with the Obamas,2019,10,['documentation'],['US'],,,,,2.061,5.5
A Tale of Two Kitchens,2019,29,['documentation'],"['US', 'MX']",,tt10243660,6.5,145.0,1.941,6.6
The Knight and the Princess,2019,97,"['comedy', 'family', 'fantasy', 'history', 'animation']","['EG', 'SA']",,tt13819560,5.9,375.0,2.567,
After Maria,2019,36,['documentation'],['US'],,,,,2.893,5.5
Super Monsters Save Christmas,2019,24,"['animation', 'fantasy', 'family']",['US'],,tt11193860,4.8,57.0,3.633,6.0
Amsterdam to Anatolia,2019,6,['thriller'],"['NL', 'PS', 'US', 'LB']",,,,,0.731,6.0
Ali & Alia,2019,105,"['romance', 'drama']",['EG'],,tt9859758,5.0,33.0,0.606,
Mohamed Hussein,2019,96,['comedy'],['EG'],,,,,1.421,7.2
The American Game,2019,92,['comedy'],['EG'],,,,,0.988,5.0
Carlos Almaraz: Playing with Fire,2019,82,['documentation'],['US'],,tt6335714,7.5,58.0,1.818,7.0
The Rental,2020,88,"['thriller', 'drama', 'horror']",['US'],,tt10003008,5.7,29201.0,41.428,5.6
I'm Thinking of Ending Things,2020,134,"['thriller', 'fantasy', 'drama']",['US'],,tt7939766,6.6,79921.0,18.733,6.6
The Devil All the Time,2020,138,"['drama', 'thriller', 'crime', 'horror']",['US'],,tt8956406,7.1,122321.0,31.57,7.3
Hillbilly Elegy,2020,116,['drama'],['US'],,tt6772802,6.7,40703.0,10.655,6.8
The Trial of the Chicago 7,2020,130,"['drama', 'history', 'thriller']",['US'],,tt1070874,7.7,170728.0,16.849,7.8
Eurovision Song Contest: The Story of Fire Saga,2020,123,"['comedy', 'music']",['US'],,tt8580274,6.5,91043.0,10.969,6.4
The Social Dilemma,2020,94,"['drama', 'documentation']",['US'],,tt11464826,7.6,79674.0,18.857,7.5
Mank,2020,131,"['comedy', 'drama']",['US'],,tt10618286,6.8,71244.0,13.558,6.8
I Care a Lot,2020,118,"['comedy', 'crime', 'drama', 'thriller']","['US', 'GB']",,tt9893250,6.3,128172.0,33.554,6.6
Enola Holmes,2020,123,"['crime', 'drama', 'action']",['US'],,tt7846844,6.6,160806.0,30.97,7.4
The Midnight Sky,2020,118,"['drama', 'scifi', 'thriller', 'fantasy']",['US'],,tt10539608,5.6,81513.0,17.841,5.8
The Old Guard,2020,125,"['fantasy', 'action', 'thriller']",['US'],,tt7556122,6.6,155135.0,22.536,7.2
The Outpost,2020,123,"['drama', 'action', 'history', 'war']","['US', 'BG']",,tt3833480,6.8,31819.0,20.829,6.9
Extraction,2020,116,"['thriller', 'crime', 'drama', 'action']",['US'],,tt8936646,6.7,192132.0,55.868,7.4
The Old Ways,2020,90,"['fantasy', 'thriller', 'drama', 'horror']",['US'],,tt12829958,5.4,5708.0,14.7,7.2
The Half of It,2020,104,"['comedy', 'romance', 'drama']",['US'],,tt9683478,6.9,34959.0,19.524,7.2
The Paper Tigers,2020,108,"['comedy', 'action']",['US'],,tt6060444,6.3,4144.0,5.656,6.9
Pieces of a Woman,2020,127,['drama'],"['HU', 'US', 'CA']",,tt11161474,7.0,47795.0,17.31,7.1
Jiu Jitsu,2020,102,"['fantasy', 'action', 'scifi', 'thriller', 'comedy']","['US', 'CY']",,tt9624766,2.9,8502.0,136.841,5.0
Bad Trip,2020,87,"['comedy', 'reality']","['US', 'CA']",,tt9684220,6.5,23979.0,97.195,6.1
The Water Man,2020,92,"['action', 'drama', 'family', 'fantasy', 'thriller']",['US'],,tt4779326,5.4,3641.0,20.288,6.2
Da 5 Bloods,2020,156,"['war', 'drama']",['US'],,tt9777644,6.5,50236.0,10.461,6.6
Kiss the Ground,2020,84,['documentation'],['US'],,tt8618654,8.2,6607.0,9.895,8.1
Ava,2020,96,"['drama', 'thriller', 'action', 'crime']",['US'],,tt8784956,5.4,53131.0,217.7,5.7
American Pie Presents: Girls' Rules,2020,95,['comedy'],['US'],,tt11771594,,,55.783,6.4
The Night Clerk,2020,90,"['thriller', 'crime', 'drama', 'romance']",['US'],,tt7979142,5.5,14600.0,12.377,6.1
Ma Rainey's Black Bottom,2020,94,"['music', 'drama']",['US'],,tt10514222,6.9,50275.0,12.157,6.7
"Yes, God, Yes",2020,78,"['comedy', 'drama']","['GB', 'US']",,tt8949056,6.1,14496.0,49.323,6.4
The Prom,2020,130,"['comedy', 'drama', 'music']",['US'],,tt10161886,5.9,26197.0,1.596,6.2
We Summon the Darkness,2020,91,"['horror', 'thriller', 'music', 'comedy']",['US'],,tt8058874,5.2,10056.0,12.153,5.6
Tread,2020,88,"['crime', 'documentation']",['US'],,tt5807330,7.1,2861.0,6.613,6.7
Radium Girls,2020,102,"['drama', 'history']",['US'],,tt6317180,6.2,1659.0,5.989,6.9
The Wrong Missy,2020,90,"['comedy', 'romance']",['US'],,tt9619798,5.7,38647.0,22.796,6.2
Over the Moon,2020,95,"['family', 'fantasy', 'scifi', 'romance', 'animation', 'comedy']","['CN', 'US']",,tt7488208,6.3,21562.0,60.545,7.3
All the Bright Places,2020,108,"['drama', 'romance']",['US'],,tt3907584,6.5,28355.0,56.467,7.7
Crip Camp: A Disability Revolution,2020,108,"['documentation', 'history']",['US'],,tt8923484,7.7,7264.0,12.886,7.3
Spenser Confidential,2020,111,"['thriller', 'comedy', 'crime', 'action', 'drama']",['US'],,tt8629748,6.2,85270.0,21.731,6.5
Tremors: Shrieker Island,2020,103,['horror'],['US'],,,,,16.143,6.4
After We Collided,2020,105,"['romance', 'drama']",['US'],,tt10362466,5.0,29571.0,163.519,7.3
The Last Blockbuster,2020,86,['documentation'],['US'],,tt8704802,6.7,5350.0,9.637,6.5
Dick Johnson Is Dead,2020,89,"['documentation', 'drama']",['US'],,tt11394180,7.4,6390.0,7.373,7.4
American Murder: The Family Next Door,2020,83,"['crime', 'documentation']",['US'],,tt12987894,7.2,26355.0,20.519,7.3
Fatima,2020,113,"['drama', 'war']","['PT', 'US']",,tt2197936,6.6,3032.0,13.318,7.3
The Sleepover,2020,103,"['action', 'family', 'comedy']",['US'],,tt10888708,5.6,10198.0,11.094,6.6
The Last Thing He Wanted,2020,116,"['drama', 'thriller', 'crime']","['GB', 'US']",,tt7456312,4.3,14716.0,17.014,4.9
The Vanished,2020,115,"['thriller', 'crime', 'action']",['US'],,tt9794630,5.7,10011.0,12.671,6.0
The Reason I Jump,2020,82,"['documentation', 'drama']","['US', 'GB']",,tt9098928,7.5,802.0,5.188,7.9
Horse Girl,2020,104,['drama'],['US'],,,,,19.692,5.6
Concrete Cowboy,2020,111,"['western', 'drama']","['US', 'GB']",,tt8846176,6.3,8517.0,12.41,6.2
The Boss Baby: Get That Baby!,2020,24,['animation'],['US'],,,,,46.316,6.9
Lost Girls,2020,95,"['thriller', 'crime', 'drama']",['US'],,tt3111426,6.1,21040.0,14.136,6.1
We Can Be Heroes,2020,97,"['fantasy', 'comedy', 'family', 'action', 'drama']",['US'],,tt10600398,4.7,14401.0,141.099,6.2
What Lies Below,2020,87,"['horror', 'thriller', 'scifi']",['US'],,tt9264728,4.3,8125.0,37.485,5.3
Vampires vs. the Bronx,2020,86,"['comedy', 'horror']",['US'],,tt8976576,5.7,9627.0,9.968,5.9
The Life Ahead,2020,94,"['drama', 'european']","['US', 'IT']",,tt10627584,6.8,14021.0,8.893,6.7
Captain Underpants: Epic Choice-o-rama,2020,37,"['fantasy', 'comedy', 'family', 'scifi', 'animation', 'action']",['US'],,tt11604750,6.4,80.0,4.947,8.5
Sightless,2020,89,"['drama', 'thriller', 'horror']",['US'],,tt10303430,5.5,8113.0,12.49,7.0
Project Power,2020,111,"['action', 'crime', 'scifi', 'thriller']",['US'],,tt7550000,6.0,83973.0,24.787,6.6
Death of Me,2020,95,"['horror', 'thriller']","['TH', 'US']",,tt1830643,4.4,6041.0,42.246,5.0
A Fall from Grace,2020,120,"['fantasy', 'thriller', 'drama']",['US'],,tt11390036,5.8,15029.0,12.851,7.1
Hubie Halloween,2020,103,"['thriller', 'horror', 'fantasy', 'comedy']",['US'],,tt10682266,5.2,47588.0,13.584,6.0
Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,2020,80,"['comedy', 'romance', 'scifi']",['US'],,tt10324166,7.0,5211.0,8.216,6.5
Miss Americana,2020,85,"['documentation', 'music']",['US'],,tt11388580,7.4,19151.0,19.363,7.9
The Babysitter: Killer Queen,2020,142,"['horror', 'comedy']",['US'],,tt11024272,5.8,37462.0,46.405,6.5
To All the Boys: P.S. I Still Love You,2020,102,"['romance', 'comedy', 'drama']",['US'],,tt9354842,6.0,37072.0,28.885,6.9
The Forty-Year-Old Version,2020,123,"['comedy', 'drama']",['US'],,tt10642834,7.2,4940.0,6.271,6.8
Taylor Tomlinson: Quarter-Life Crisis,2020,61,['comedy'],['US'],,tt11738792,7.4,3595.0,6.145,7.4
2 Hearts,2020,100,"['romance', 'drama']",['US'],,tt5616176,6.2,3365.0,15.428,7.7
Coded Bias,2020,86,['documentation'],"['GB', 'US', 'CN']",,tt11394170,6.7,2217.0,4.601,7.3
Audrey,2020,100,"['documentation', 'history']","['CH', 'US']",,tt10731386,7.1,1867.0,6.316,7.1
Dragonheart: Vengeance,2020,97,"['fantasy', 'european']",['US'],,,,,48.702,7.0
Barbie: Princess Adventure,2020,72,"['music', 'animation', 'family']",['US'],,tt12767498,5.4,442.0,72.312,7.4
Friendsgiving,2020,95,"['comedy', 'drama']",['US'],,tt8431078,4.4,2782.0,7.559,4.7
The Stand In,2020,101,"['comedy', 'drama']",['US'],,tt7970348,4.7,3380.0,9.035,5.6
The Boys in the Band,2020,121,['drama'],['US'],,tt10199914,6.8,14938.0,7.857,6.9
Disclosure,2020,107,['documentation'],['US'],,tt8637504,8.2,5301.0,12.967,8.2
Death to 2020,2020,71,['comedy'],"['GB', 'US']",,tt13567480,6.8,38301.0,12.812,6.6
Pete Davidson: Alive from New York,2020,49,['comedy'],['US'],,tt11474156,6.1,4072.0,6.413,6.2
Becoming,2020,89,['documentation'],['US'],,tt12221748,6.8,6305.0,10.73,7.5
Athlete A,2020,104,"['documentation', 'crime', 'sport']",['US'],,tt11905462,7.6,10544.0,11.436,7.7
9to5: The Story of A Movement,2020,89,"['documentation', 'history']",['US'],,tt11753730,7.4,228.0,4.76,6.6
The Lost Husband,2020,109,"['romance', 'drama']",['US'],,tt4257940,6.1,4578.0,10.492,7.1
Holidate,2020,103,"['romance', 'comedy']",['US'],,tt9866072,6.1,61924.0,17.732,7.1
Only,2020,98,"['romance', 'horror', 'thriller', 'drama', 'action', 'family']",['US'],,,,,5.929,5.5
Jingle Jangle: A Christmas Journey,2020,122,"['music', 'family', 'fantasy']",['US'],,tt7736496,6.5,18274.0,37.658,6.6
Dangerous Lies,2020,96,"['thriller', 'horror', 'drama', 'comedy', 'crime']",['US'],,tt10183816,5.3,16731.0,10.872,6.4
A Secret Love,2020,83,"['documentation', 'drama']",['US'],,tt3260524,7.8,4334.0,11.128,7.4
Cut Throat City,2020,123,"['crime', 'thriller', 'action', 'drama']",['US'],,tt3547306,4.8,2521.0,16.92,6.6
Tigertail,2020,91,['drama'],['US'],,tt8902948,6.6,3540.0,7.755,6.9
Jim Jefferies: Intolerant,2020,66,['comedy'],['US'],,tt12588160,7.2,2764.0,5.395,7.2
Desperados,2020,105,"['comedy', 'romance']",['US'],,tt10050362,5.2,10030.0,8.691,6.1
Freaks – You're One of Us,2020,93,"['thriller', 'fantasy', 'scifi', 'action', 'drama']",['DE'],,tt12875782,5.4,5809.0,13.88,5.7
The Edge of All We Know,2020,99,['documentation'],['US'],,tt11863046,6.6,2288.0,5.683,6.8
Have a Good Trip: Adventures in Psychedelics,2020,85,"['documentation', 'comedy']",['US'],,tt12133722,6.8,7578.0,14.485,6.8
Sergio,2020,118,"['drama', 'history', 'romance', 'documentation']","['US', 'AL', 'JO', 'TH']",,tt6468740,6.2,9619.0,13.626,6.7
Gather,2020,74,['documentation'],['US'],,tt9309756,7.8,196.0,3.759,7.4
Rising High,2020,94,"['comedy', 'drama']",['DE'],,tt9806336,5.9,4905.0,11.031,6.7
Uncorked,2020,104,"['drama', 'comedy']",['US'],,tt9261218,6.4,5414.0,9.563,6.1
"Love, Guaranteed",2020,90,"['comedy', 'romance']",['US'],,tt11100856,5.6,17092.0,10.12,6.5
